id_zona,demanda,tienda
396,51431,6
397,44170,6
398,35347,6
421,33957,6
422,39017,6
423,52168,6
424,36985,6
425,31464,6
426,34066,6
427,48528,6
428,51722,6
451,51588,6
452,33326,6
453,34835,6
454,30736,6
455,49056,6
456,37439,6
457,53700,6
481,37278,6
482,37049,6
483,40261,6
484,36641,6
511,49305,6
600,51805,7
617,38139,7
618,35577,7
620,37523,7
621,37767,7
622,52578,7
623,36906,7
624,50699,7
630,47003,7
648,36162,7
650,40608,7
651,41201,7
652,37127,7
653,38335,7
654,39592,7
656,36535,7
660,35765,7
679,45143,7
681,42787,7
682,46605,7
683,46806,7
684,38322,7
686,46597,7
689,49358,7
690,47963,7
709,50944,7
710,46361,7
716,51712,7
717,37270,7
718,33586,7
719,39474,7
720,33738,7
740,44366,7
741,33920,7
742,47506,7
743,53578,7
745,46101,7
746,37577,7
747,31598,7
748,41437,7
749,33271,7
750,37892,7
771,44184,7
772,44125,7
773,48440,7
774,42079,7
775,36932,7
776,46138,7
777,45126,7
778,46429,7
779,46299,7
780,38235,7
802,44915,7
803,54541,7
804,33265,7
805,33085,7
806,45670,7
807,49235,7
808,39723,7
809,45315,7
810,30109,7
834,29707,7
835,44623,7
836,47661,7
837,50922,7
838,52692,7
1443,48728,8
1444,41189,8
1446,33635,8
1447,30438,8
1449,39410,8
1450,50212,8
1451,31089,8
1452,43977,8
1453,46475,8
1474,48946,8
1475,29528,8
1476,32315,8
1477,31025,8
1478,32951,8
1479,49962,8
1480,37900,8
1481,52601,8
1482,38310,8
1505,44123,8
1506,48277,8
1507,36095,8
1508,33351,8
1509,33540,8
1510,41942,8
1511,53113,8
1535,31970,8
1536,48341,8
1537,47112,8
1538,29862,8
1539,51611,8
1561,37867,8
1562,33308,8
1563,36815,8
1564,47800,8
1565,53622,8
1566,37537,8
1567,34539,8
1591,43791,8
1592,44955,8
1593,48892,8
1594,33253,8
1595,43369,8
1621,42882,8
1622,37282,8
1623,50283,8
1651,37982,8
1652,53981,8
46,45754,9
47,35122,9
48,36943,9
49,34724,9
50,49239,9
51,40430,9
76,47145,9
77,53663,9
78,38684,9
79,52039,9
80,52828,9
81,43775,9
111,31027,9
311,34685,9
312,29821,9
313,43942,9
314,40721,9
315,37563,9
340,44388,9
341,43097,9
342,49329,9
343,46556,9
344,51204,9
345,32408,9
370,40422,9
371,38233,9
372,51112,9
373,49338,9
374,44866,9
399,48894,9
400,31719,9
401,45924,9
402,47765,9
403,46440,9
404,47830,9
408,39194,9
429,51411,9
430,53751,9
431,30735,9
432,31335,9
433,34966,9
434,32325,9
435,29882,9
438,34915,9
439,54071,9
458,42532,9
459,37891,9
460,35184,9
461,44372,9
462,35754,9
463,42019,9
464,50441,9
465,44493,9
466,48215,9
467,45958,9
468,40013,9
469,32417,9
470,34165,9
489,29896,9
490,43461,9
491,37588,9
492,30845,9
493,37129,9
494,38686,9
495,41986,9
496,50186,9
497,47314,9
498,49606,9
499,54197,9
500,35237,9
521,35060,9
522,48178,9
523,37575,9
524,49625,9
525,42360,9
526,31874,9
527,36895,9
528,39207,9
529,46296,9
530,29343,9
553,43500,9
554,41430,9
555,47743,9
556,29800,9
557,32913,9
558,41489,9
585,52282,9
586,46983,9
587,50527,9
1728,50530,10
1729,34466,10
1730,40467,10
1731,35063,10
1732,31707,10
1733,45273,10
1759,43135,10
1760,33582,10
1761,42267,10
1762,47336,10
1763,32554,10
1789,29953,10
1790,29784,10
1791,51987,10
1792,31670,10
1793,41798,10
1818,34493,10
1819,51102,10
1820,51540,10
1821,34894,10
1822,30134,10
1823,47349,10
1847,51314,10
1848,32385,10
1849,35236,10
1850,39091,10
1851,28752,10
1852,45145,10
1853,37649,10
1877,45310,10
1878,42811,10
1879,40511,10
1880,49870,10
1881,53103,10
1882,31737,10
1907,43221,10
1908,34456,10
1909,51137,10
1910,49148,10
1911,51122,10
1912,44212,10
1938,39974,10
1939,40197,10
1940,38147,10
1941,30727,10
1942,36118,10
1968,42645,10
1969,32315,10
1970,52282,10
1971,52919,10
1972,33496,10
1998,43215,10
1999,49507,10
2000,51306,10
2001,48716,10
2002,47967,10
2029,46271,10
2030,37794,10
2031,35356,10
2032,36111,10
2059,36622,10
2060,34433,10
2061,52320,10
2062,37842,10
2089,34482,10
2090,34808,10
2091,32598,10
547,51242,11
548,33306,11
549,31304,11
550,45584,11
551,31930,11
552,39401,11
571,42684,11
572,39501,11
573,36660,11
574,41232,11
575,38212,11
576,36605,11
577,33896,11
578,44546,11
579,43438,11
580,30733,11
581,46207,11
582,34201,11
583,41648,11
584,48061,11
601,32163,11
602,44732,11
603,47896,11
605,52913,11
606,49904,11
607,30251,11
608,46756,11
609,51050,11
610,31989,11
611,49008,11
615,34713,11
616,30034,11
631,48564,11
632,36004,11
636,33830,11
637,30544,11
638,44630,11
639,50854,11
640,32047,11
645,51849,11
646,35028,11
647,43823,11
661,46071,11
662,38348,11
669,46919,11
670,40456,11
676,46127,11
677,51620,11
678,46656,11
691,35239,11
692,52545,11
699,34967,11
700,44504,11
706,49488,11
708,40636,11
721,53339,11
722,34780,11
751,30469,11
752,43819,11
781,38146,11
782,51595,11
783,46299,11
784,43620,11
785,39488,11
786,45453,11
811,33147,11
812,40882,11
813,33472,11
814,33020,11
815,40362,11
816,39339,11
843,52285,11
844,50175,11
845,36665,11
846,35232,11
847,37368,11
875,46142,11
876,50995,11
877,41544,11
907,51222,11
908,47268,11
1046,51226,12
1075,30760,12
1076,39577,12
1105,43401,12
1106,42912,12
1135,48839,12
1136,38416,12
1165,37353,12
1166,45981,12
1167,45034,12
1195,33869,12
1196,47606,12
1197,31152,12
1198,41277,12
1199,52838,12
1226,40423,12
1227,53305,12
1228,44319,12
1229,43732,12
1230,43677,12
1257,31314,12
1258,43423,12
1259,31750,12
1260,41634,12
1617,33149,13
1643,47784,13
1644,46213,13
1645,34271,13
1646,49077,13
1674,35121,13
1675,37695,13
1083,40743,14
1111,30182,14
1112,48775,14
1141,45554,14
1175,46983,14
1176,34657,14
1205,52308,14
1206,40765,14
1207,49591,14
1234,45995,14
1235,45474,14
1236,42048,14
1237,42662,14
1238,52757,14
1265,37036,14
1266,50390,14
1291,34518,14
1294,47201,14
1321,39480,14
1322,44165,14
1323,36683,14
1351,35816,14
859,36862,15
860,35019,15
861,31633,15
862,32858,15
863,43352,15
885,49875,15
886,44664,15
887,43455,15
888,47106,15
889,52303,15
890,39245,15
891,33376,15
892,45979,15
914,38608,15
916,51196,15
917,38457,15
918,30479,15
919,41393,15
920,50576,15
921,37286,15
947,31123,15
948,30142,15
949,51767,15
950,42915,15
977,38236,15
978,33024,15
979,40952,15
1005,33036,15
1006,32531,15
931,48921,16
932,50982,16
933,36896,16
934,44904,16
962,44948,16
963,43315,16
993,48822,16
994,40355,16
1031,48401,16
1032,47900,16
1057,42397,16
1062,47116,16
1086,51735,16
1092,41217,16
1093,40515,16
1116,30389,16
1117,40003,16
1122,52774,16
1123,34197,16
1146,37700,16
1147,34673,16
1151,42944,16
1152,48030,16
1153,32294,16
1177,46812,16
1178,48633,16
1179,43748,16
1180,54220,16
1181,45710,16
1182,48448,16
1183,47522,16
1208,47952,16
1209,47333,16
1210,50854,16
1211,48826,16
1212,32696,16
1213,48197,16
1239,51189,16
1240,39933,16
1241,53115,16
1242,32869,16
1243,30032,16
1272,48581,16
1273,47641,16
1155,48186,17
1156,40017,17
1157,36061,17
1159,53708,17
1160,29058,17
1161,36651,17
1162,31828,17
1163,48395,17
1164,52726,17
1184,32922,17
1185,30838,17
1186,46917,17
1187,30629,17
1188,47864,17
1189,43154,17
1190,42176,17
1191,36272,17
1192,44226,17
1193,34897,17
1194,35609,17
1214,32659,17
1215,53337,17
1216,40268,17
1217,48333,17
1218,50308,17
1219,35016,17
1220,30411,17
1221,32691,17
1222,40745,17
1223,50287,17
1244,40483,17
1245,46748,17
1246,33093,17
1247,51778,17
1248,40175,17
1249,50243,17
1250,34963,17
1274,48156,17
1275,48779,17
1276,39016,17
1277,45620,17
