id_zona,venta_digital,stock_actual,tienda,vehiculo,I_UB,distancia,cluster_ordenado,n_k (total clientes),centroide,c_k
37,10.947731755424064,3920.091715976331,6,1,1094.7731755424063,42.23,1,1333,44.85925461320241,0.03365285417344517
38,11.504930966469429,3920.091715976331,6,1,1150.4930966469428,42.23,1,1333,44.85925461320241,0.03365285417344517
39,11.043392504930967,3920.091715976331,6,1,1104.3392504930966,42.23,1,1333,44.85925461320241,0.03365285417344517
40,14.72879684418146,3920.091715976331,6,1,1472.879684418146,42.23,1,1333,44.85925461320241,0.03365285417344517
41,21.935897435897434,3920.091715976331,6,1,2193.5897435897436,42.23,1,1333,44.85925461320241,0.03365285417344517
42,17.182445759368836,3920.091715976331,6,1,1718.2445759368836,42.23,1,1333,44.85925461320241,0.03365285417344517
43,25.601577909270215,3920.091715976331,6,0,2560.1577909270213,37.07,1,1333,44.85925461320241,0.03365285417344517
44,12.940828402366863,3920.091715976331,6,0,1294.0828402366863,37.07,1,1333,44.85925461320241,0.03365285417344517
45,9.682445759368836,3920.091715976331,6,0,968.2445759368836,37.07,1,1333,44.85925461320241,0.03365285417344517
46,23.38757396449704,3889.3254437869823,9,3,2338.757396449704,46.51,1,1333,44.85925461320241,0.03365285417344517
47,13.02465483234714,3889.3254437869823,9,3,1302.4654832347142,46.51,1,1333,44.85925461320241,0.03365285417344517
48,14.754437869822485,3889.3254437869823,9,3,1475.4437869822486,46.51,1,1333,44.85925461320241,0.03365285417344517
49,13.241617357001973,3889.3254437869823,9,3,1324.1617357001974,46.51,1,1333,44.85925461320241,0.03365285417344517
50,27.539447731755423,3889.3254437869823,9,3,2753.944773175542,46.51,1,1333,44.85925461320241,0.03365285417344517
51,18.04930966469428,3889.3254437869823,9,3,1804.930966469428,46.51,1,1333,44.85925461320241,0.03365285417344517
52,26.440828402366865,2548.25641025641,1,3,2644.0828402366865,48.63,1,1333,44.85925461320241,0.03365285417344517
53,11.444773175542407,2548.25641025641,1,2,1144.4773175542407,48.49,1,1333,44.85925461320241,0.03365285417344517
54,12.205128205128204,2548.25641025641,1,2,1220.5128205128203,48.49,1,1333,44.85925461320241,0.03365285417344517
55,8.439842209072978,2548.25641025641,1,2,843.9842209072979,48.49,1,1333,44.85925461320241,0.03365285417344517
56,10.31854043392505,2548.25641025641,1,2,1031.854043392505,48.49,1,1333,44.85925461320241,0.03365285417344517
57,19.100591715976332,2548.25641025641,1,2,1910.0591715976332,48.49,1,1333,44.85925461320241,0.03365285417344517
58,20.064102564102566,2548.25641025641,1,2,2006.4102564102566,48.49,1,1333,44.85925461320241,0.03365285417344517
59,17.17554240631164,2548.25641025641,1,3,1717.5542406311638,48.63,1,1333,44.85925461320241,0.03365285417344517
60,25.348126232741617,2548.25641025641,1,3,2534.8126232741615,48.63,1,1333,44.85925461320241,0.03365285417344517
61,11.048323471400394,3920.091715976331,6,2,1104.8323471400395,44.14,1,1333,44.85925461320241,0.03365285417344517
62,16.330374753451675,3920.091715976331,6,1,1633.0374753451674,42.23,1,1333,44.85925461320241,0.03365285417344517
63,21.138067061143985,3920.091715976331,6,1,2113.8067061143984,42.23,1,1333,44.85925461320241,0.03365285417344517
64,18.826429980276135,3920.091715976331,6,1,1882.6429980276134,42.23,1,1333,44.85925461320241,0.03365285417344517
65,29.12721893491124,3920.091715976331,6,0,2912.7218934911243,37.07,1,1333,44.85925461320241,0.03365285417344517
66,8.823471400394478,3920.091715976331,6,0,882.3471400394478,37.07,1,1333,44.85925461320241,0.03365285417344517
67,18.823471400394478,3920.091715976331,6,1,1882.3471400394478,42.23,1,1333,44.85925461320241,0.03365285417344517
68,18.256410256410255,3920.091715976331,6,1,1825.6410256410256,42.23,1,1333,44.85925461320241,0.03365285417344517
69,30.17554240631164,3920.091715976331,6,1,3017.554240631164,42.23,1,1333,44.85925461320241,0.03365285417344517
70,27.402366863905325,3920.091715976331,6,1,2740.2366863905327,42.23,1,1333,44.85925461320241,0.03365285417344517
71,20.662721893491124,3920.091715976331,6,1,2066.2721893491125,42.23,1,1333,44.85925461320241,0.03365285417344517
72,31.471400394477318,3920.091715976331,6,1,3147.140039447732,42.23,1,1333,44.85925461320241,0.03365285417344517
73,28.388560157790927,3920.091715976331,6,1,2838.8560157790926,42.23,1,1333,44.85925461320241,0.03365285417344517
74,9.458579881656805,3920.091715976331,6,0,945.8579881656805,37.07,1,1333,44.85925461320241,0.03365285417344517
75,15.898422090729783,3920.091715976331,6,0,1589.8422090729782,37.07,1,1333,44.85925461320241,0.03365285417344517
76,25.29191321499014,3889.3254437869823,9,3,2529.191321499014,46.51,1,1333,44.85925461320241,0.03365285417344517
77,32.10552268244576,3889.3254437869823,9,3,3210.5522682445758,46.51,1,1333,44.85925461320241,0.03365285417344517
78,16.828402366863905,3889.3254437869823,9,3,1682.8402366863904,46.51,1,1333,44.85925461320241,0.03365285417344517
79,30.097633136094675,3889.3254437869823,9,3,3009.7633136094673,46.51,1,1333,44.85925461320241,0.03365285417344517
80,30.058185404339252,3889.3254437869823,9,3,3005.818540433925,46.51,1,1333,44.85925461320241,0.03365285417344517
81,22.949704142011836,3889.3254437869823,9,3,2294.9704142011838,46.51,1,1333,44.85925461320241,0.03365285417344517
82,32.34220907297831,2548.25641025641,1,3,3234.2209072978308,48.63,1,1333,44.85925461320241,0.03365285417344517
83,22.732741617357004,2548.25641025641,1,2,2273.2741617357005,48.49,1,1333,44.85925461320241,0.03365285417344517
84,29.45069033530572,2548.25641025641,1,2,2945.0690335305717,48.49,1,1333,44.85925461320241,0.03365285417344517
85,10.678500986193294,2548.25641025641,1,2,1067.8500986193294,48.49,1,1333,44.85925461320241,0.03365285417344517
86,16.21992110453649,2548.25641025641,1,2,1621.9921104536488,48.49,1,1333,44.85925461320241,0.03365285417344517
87,26.889546351084814,2548.25641025641,1,2,2688.9546351084814,48.49,1,1333,44.85925461320241,0.03365285417344517
88,16.298816568047336,2548.25641025641,1,2,1629.8816568047337,48.49,1,1333,44.85925461320241,0.03365285417344517
89,10.29585798816568,2548.25641025641,1,2,1029.585798816568,48.49,1,1333,44.85925461320241,0.03365285417344517
90,32.324457593688365,2548.25641025641,1,3,3232.4457593688367,48.63,1,1333,44.85925461320241,0.03365285417344517
91,17.825443786982248,3920.091715976331,6,2,1782.5443786982248,44.14,1,1333,44.85925461320241,0.03365285417344517
92,29.91025641025641,3920.091715976331,6,1,2991.0256410256407,42.23,1,1333,44.85925461320241,0.03365285417344517
93,10.741617357001973,3920.091715976331,6,1,1074.1617357001974,42.23,1,1333,44.85925461320241,0.03365285417344517
94,31.71992110453649,3920.091715976331,6,1,3171.992110453649,42.23,1,1333,44.85925461320241,0.03365285417344517
95,27.11439842209073,3920.091715976331,6,1,2711.439842209073,42.23,1,1333,44.85925461320241,0.03365285417344517
96,26.325443786982248,3920.091715976331,6,2,2632.544378698225,44.14,1,1333,44.85925461320241,0.03365285417344517
97,17.133136094674555,3920.091715976331,6,0,1713.3136094674555,37.07,1,1333,44.85925461320241,0.03365285417344517
98,23.310650887573964,3920.091715976331,6,0,2331.0650887573966,37.07,1,1333,44.85925461320241,0.03365285417344517
99,12.118343195266272,3920.091715976331,6,0,1211.8343195266273,37.07,1,1333,44.85925461320241,0.03365285417344517
100,21.01972386587771,3920.091715976331,6,0,2101.9723865877713,37.07,1,1333,44.85925461320241,0.03365285417344517
101,21.375739644970412,3920.091715976331,6,1,2137.5739644970413,42.23,1,1333,44.85925461320241,0.03365285417344517
102,10.050295857988166,3920.091715976331,6,1,1005.0295857988166,42.23,1,1333,44.85925461320241,0.03365285417344517
103,22.48224852071006,3920.091715976331,6,1,2248.224852071006,42.23,1,1333,44.85925461320241,0.03365285417344517
104,12.521696252465484,3920.091715976331,6,0,1252.1696252465483,37.07,1,1333,44.85925461320241,0.03365285417344517
105,8.278106508875739,3889.3254437869823,9,3,827.810650887574,46.51,1,1333,44.85925461320241,0.03365285417344517
106,31.602564102564102,3889.3254437869823,9,3,3160.25641025641,46.51,1,1333,44.85925461320241,0.03365285417344517
107,12.942800788954635,3889.3254437869823,9,3,1294.2800788954635,46.51,1,1333,44.85925461320241,0.03365285417344517
108,10.315581854043392,3889.3254437869823,9,3,1031.5581854043392,46.51,1,1333,44.85925461320241,0.03365285417344517
109,9.165680473372781,3889.3254437869823,9,3,916.5680473372781,46.51,1,1333,44.85925461320241,0.03365285417344517
110,10.161735700197239,3889.3254437869823,9,3,1016.1735700197239,46.51,1,1333,44.85925461320241,0.03365285417344517
111,10.81854043392505,3889.3254437869823,9,3,1081.854043392505,46.51,1,1333,44.85925461320241,0.03365285417344517
112,10.510848126232741,2548.25641025641,1,3,1051.084812623274,48.63,1,1333,44.85925461320241,0.03365285417344517
113,8.266272189349113,2548.25641025641,1,2,826.6272189349113,48.49,1,1333,44.85925461320241,0.03365285417344517
114,29.225838264299803,2548.25641025641,1,2,2922.5838264299805,48.49,1,1333,44.85925461320241,0.03365285417344517
115,25.523668639053255,2548.25641025641,1,2,2552.3668639053258,48.49,1,1333,44.85925461320241,0.03365285417344517
116,27.912228796844182,2548.25641025641,1,2,2791.2228796844183,48.49,1,1333,44.85925461320241,0.03365285417344517
117,30.02465483234714,2548.25641025641,1,2,3002.4654832347137,48.49,1,1333,44.85925461320241,0.03365285417344517
118,29.72879684418146,2548.25641025641,1,2,2972.879684418146,48.49,1,1333,44.85925461320241,0.03365285417344517
119,21.366863905325445,2548.25641025641,1,3,2136.6863905325445,48.63,1,1333,44.85925461320241,0.03365285417344517
120,30.39447731755424,2548.25641025641,1,3,3039.4477317554242,48.63,1,1333,44.85925461320241,0.03365285417344517
121,21.390532544378697,3920.091715976331,6,2,2139.05325443787,44.14,1,1333,44.85925461320241,0.03365285417344517
122,30.960552268244577,3920.091715976331,6,2,3096.055226824458,44.14,1,1333,44.85925461320241,0.03365285417344517
123,23.678500986193296,3920.091715976331,6,1,2367.8500986193294,42.23,1,1333,44.85925461320241,0.03365285417344517
124,18.870808678500985,3920.091715976331,6,1,1887.0808678500985,42.23,1,1333,44.85925461320241,0.03365285417344517
125,8.882642998027613,3920.091715976331,6,1,888.2642998027613,42.23,1,1333,44.85925461320241,0.03365285417344517
126,10.796844181459566,3920.091715976331,6,1,1079.6844181459567,42.23,1,1333,44.85925461320241,0.03365285417344517
127,22.846153846153847,3920.091715976331,6,2,2284.6153846153848,44.14,1,1333,44.85925461320241,0.03365285417344517
128,24.092702169625248,3920.091715976331,6,2,2409.270216962525,44.14,1,1333,44.85925461320241,0.03365285417344517
129,18.034516765285996,3920.091715976331,6,2,1803.4516765285996,44.14,1,1333,44.85925461320241,0.03365285417344517
130,10.053254437869823,3920.091715976331,6,4,1005.3254437869823,58.14,1,1333,44.85925461320241,0.03365285417344517
131,13.104536489151874,3920.091715976331,6,0,1310.4536489151874,37.07,1,1333,44.85925461320241,0.03365285417344517
132,26.929980276134124,3920.091715976331,6,0,2692.9980276134124,37.07,1,1333,44.85925461320241,0.03365285417344517
133,15.621301775147929,3920.091715976331,6,0,1562.1301775147929,37.07,1,1333,44.85925461320241,0.03365285417344517
134,19.93688362919132,3920.091715976331,6,0,1993.688362919132,37.07,1,1333,44.85925461320241,0.03365285417344517
135,28.691321499013807,3889.3254437869823,9,3,2869.1321499013807,46.51,1,1333,44.85925461320241,0.03365285417344517
136,28.64595660749507,3889.3254437869823,9,3,2864.595660749507,46.51,1,1333,44.85925461320241,0.03365285417344517
137,31.338264299802763,3889.3254437869823,9,3,3133.8264299802763,46.51,1,1333,44.85925461320241,0.03365285417344517
138,24.586785009861934,3889.3254437869823,9,3,2458.6785009861933,46.51,1,1333,44.85925461320241,0.03365285417344517
139,11.117357001972387,3889.3254437869823,9,3,1111.7357001972387,46.51,1,1333,44.85925461320241,0.03365285417344517
140,29.078895463510847,3889.3254437869823,9,3,2907.889546351085,46.51,1,1333,44.85925461320241,0.03365285417344517
141,24.004930966469427,3889.3254437869823,9,3,2400.493096646943,46.51,1,1333,44.85925461320241,0.03365285417344517
142,12.359960552268245,2548.25641025641,1,3,1235.9960552268244,48.63,1,1333,44.85925461320241,0.03365285417344517
143,12.437869822485206,2548.25641025641,1,2,1243.7869822485206,48.49,1,1333,44.85925461320241,0.03365285417344517
144,18.200197238658777,2548.25641025641,1,1,1820.0197238658777,42.73,1,1333,44.85925461320241,0.03365285417344517
145,26.680473372781066,2548.25641025641,1,1,2668.0473372781066,42.73,1,1333,44.85925461320241,0.03365285417344517
146,15.749506903353057,2548.25641025641,1,1,1574.9506903353056,42.73,1,1333,44.85925461320241,0.03365285417344517
147,24.160749506903354,2548.25641025641,1,1,2416.0749506903353,42.73,1,1333,44.85925461320241,0.03365285417344517
148,20.060157790927022,2548.25641025641,1,2,2006.0157790927021,48.49,1,1333,44.85925461320241,0.03365285417344517
149,13.934911242603551,2548.25641025641,1,3,1393.491124260355,48.63,1,1333,44.85925461320241,0.03365285417344517
150,28.986193293885602,2548.25641025641,1,3,2898.6193293885603,48.63,1,1333,44.85925461320241,0.03365285417344517
151,16.566074950690336,3920.091715976331,6,2,1656.6074950690336,44.14,1,1333,44.85925461320241,0.03365285417344517
152,20.57593688362919,3920.091715976331,6,2,2057.593688362919,44.14,1,1333,44.85925461320241,0.03365285417344517
153,13.734714003944774,3920.091715976331,6,2,1373.4714003944773,44.14,1,1333,44.85925461320241,0.03365285417344517
154,31.72189349112426,3920.091715976331,6,1,3172.189349112426,42.23,1,1333,44.85925461320241,0.03365285417344517
155,31.445759368836292,3920.091715976331,6,1,3144.5759368836293,42.23,1,1333,44.85925461320241,0.03365285417344517
156,25.16568047337278,3920.091715976331,6,1,2516.568047337278,42.23,1,1333,44.85925461320241,0.03365285417344517
157,22.037475345167653,3920.091715976331,6,1,2203.7475345167654,42.23,1,1333,44.85925461320241,0.03365285417344517
158,14.14102564102564,3920.091715976331,6,1,1414.102564102564,42.23,1,1333,44.85925461320241,0.03365285417344517
159,18.430966469428007,3920.091715976331,6,2,1843.0966469428008,44.14,1,1333,44.85925461320241,0.03365285417344517
160,26.80473372781065,3920.091715976331,6,2,2680.473372781065,44.14,1,1333,44.85925461320241,0.03365285417344517
161,8.668639053254438,3920.091715976331,6,4,866.8639053254437,58.14,1,1333,44.85925461320241,0.03365285417344517
162,11.297830374753453,3920.091715976331,6,0,1129.7830374753453,37.07,1,1333,44.85925461320241,0.03365285417344517
163,22.23076923076923,3920.091715976331,6,0,2223.076923076923,37.07,1,1333,44.85925461320241,0.03365285417344517
164,28.8629191321499,3889.3254437869823,9,4,2886.29191321499,52.21,1,1333,44.85925461320241,0.03365285417344517
165,24.84319526627219,3889.3254437869823,9,4,2484.319526627219,52.21,1,1333,44.85925461320241,0.03365285417344517
166,28.703155818540434,3889.3254437869823,9,3,2870.3155818540436,46.51,1,1333,44.85925461320241,0.03365285417344517
167,24.128205128205128,3889.3254437869823,9,3,2412.8205128205127,46.51,1,1333,44.85925461320241,0.03365285417344517
168,26.53846153846154,3889.3254437869823,9,3,2653.846153846154,46.51,1,1333,44.85925461320241,0.03365285417344517
169,8.705128205128204,3889.3254437869823,9,3,870.5128205128204,46.51,1,1333,44.85925461320241,0.03365285417344517
170,16.893491124260354,3889.3254437869823,9,3,1689.3491124260354,46.51,1,1333,44.85925461320241,0.03365285417344517
171,15.29585798816568,3889.3254437869823,9,3,1529.585798816568,46.51,1,1333,44.85925461320241,0.03365285417344517
172,25.333333333333332,2548.25641025641,1,3,2533.333333333333,48.63,1,1333,44.85925461320241,0.03365285417344517
173,29.01775147928994,2548.25641025641,1,2,2901.775147928994,48.49,1,1333,44.85925461320241,0.03365285417344517
174,29.7534516765286,2548.25641025641,1,1,2975.34516765286,42.73,1,1333,44.85925461320241,0.03365285417344517
175,9.006903353057199,2548.25641025641,1,1,900.6903353057199,42.73,1,1333,44.85925461320241,0.03365285417344517
176,17.395463510848128,2548.25641025641,1,1,1739.5463510848128,42.73,1,1333,44.85925461320241,0.03365285417344517
177,13.766272189349113,2548.25641025641,1,1,1376.6272189349113,42.73,1,1333,44.85925461320241,0.03365285417344517
178,14.142011834319527,2548.25641025641,1,1,1414.2011834319528,42.73,1,1333,44.85925461320241,0.03365285417344517
179,28.412228796844182,2548.25641025641,1,2,2841.2228796844183,48.49,1,1333,44.85925461320241,0.03365285417344517
180,23.576923076923077,2548.25641025641,1,3,2357.6923076923076,48.63,1,1333,44.85925461320241,0.03365285417344517
181,11.32938856015779,3920.091715976331,6,2,1132.938856015779,44.14,1,1333,44.85925461320241,0.03365285417344517
182,25.60749506903353,3920.091715976331,6,2,2560.749506903353,44.14,1,1333,44.85925461320241,0.03365285417344517
183,19.90828402366864,3920.091715976331,6,2,1990.8284023668639,44.14,1,1333,44.85925461320241,0.03365285417344517
184,30.16765285996055,3920.091715976331,6,2,3016.765285996055,44.14,1,1333,44.85925461320241,0.03365285417344517
185,27.29585798816568,3920.091715976331,6,1,2729.585798816568,42.23,1,1333,44.85925461320241,0.03365285417344517
186,16.233727810650887,3920.091715976331,6,1,1623.3727810650887,42.23,1,1333,44.85925461320241,0.03365285417344517
187,23.244575936883628,3920.091715976331,6,1,2324.457593688363,42.23,1,1333,44.85925461320241,0.03365285417344517
188,21.628205128205128,3920.091715976331,6,2,2162.8205128205127,44.14,1,1333,44.85925461320241,0.03365285417344517
189,19.545364891518737,3920.091715976331,6,2,1954.5364891518736,44.14,1,1333,44.85925461320241,0.03365285417344517
190,27.922090729783037,3920.091715976331,6,2,2792.2090729783035,44.14,1,1333,44.85925461320241,0.03365285417344517
191,21.576923076923077,3920.091715976331,6,4,2157.6923076923076,58.14,1,1333,44.85925461320241,0.03365285417344517
192,21.939842209072978,3920.091715976331,6,4,2193.9842209072976,58.14,1,1333,44.85925461320241,0.03365285417344517
193,27.680473372781066,3889.3254437869823,9,4,2768.0473372781066,52.21,1,1333,44.85925461320241,0.03365285417344517
194,22.009861932938858,3889.3254437869823,9,4,2200.9861932938857,52.21,1,1333,44.85925461320241,0.03365285417344517
195,30.606508875739646,3889.3254437869823,9,2,3060.6508875739646,45.14,1,1333,44.85925461320241,0.03365285417344517
196,20.66568047337278,3889.3254437869823,9,2,2066.568047337278,45.14,1,1333,44.85925461320241,0.03365285417344517
197,26.58481262327416,3889.3254437869823,9,2,2658.481262327416,45.14,1,1333,44.85925461320241,0.03365285417344517
198,29.32051282051282,3889.3254437869823,9,2,2932.051282051282,45.14,1,1333,44.85925461320241,0.03365285417344517
199,30.640039447731755,3889.3254437869823,9,0,3064.0039447731756,38.31,1,1333,44.85925461320241,0.03365285417344517
200,18.252465483234715,3889.3254437869823,9,0,1825.2465483234714,38.31,1,1333,44.85925461320241,0.03365285417344517
201,8.293885601577909,3889.3254437869823,9,0,829.3885601577908,38.31,1,1333,44.85925461320241,0.03365285417344517
202,15.723865877712031,2548.25641025641,1,2,1572.386587771203,48.49,1,1333,44.85925461320241,0.03365285417344517
203,8.414201183431953,2548.25641025641,1,2,841.4201183431952,48.49,1,1333,44.85925461320241,0.03365285417344517
204,24.427021696252467,2548.25641025641,1,1,2442.702169625247,42.73,1,1333,44.85925461320241,0.03365285417344517
205,10.168639053254438,2548.25641025641,1,1,1016.8639053254437,42.73,1,1333,44.85925461320241,0.03365285417344517
206,30.303747534516766,2548.25641025641,1,1,3030.3747534516765,42.73,1,1333,44.85925461320241,0.03365285417344517
207,17.40631163708087,2548.25641025641,1,1,1740.631163708087,42.73,1,1333,44.85925461320241,0.03365285417344517
208,17.650887573964496,2548.25641025641,1,1,1765.0887573964496,42.73,1,1333,44.85925461320241,0.03365285417344517
209,12.3767258382643,2548.25641025641,1,2,1237.67258382643,48.49,1,1333,44.85925461320241,0.03365285417344517
210,12.92603550295858,2548.25641025641,1,3,1292.603550295858,48.63,1,1333,44.85925461320241,0.03365285417344517
211,11.555226824457593,3920.091715976331,6,4,1155.5226824457593,58.14,1,1333,44.85925461320241,0.03365285417344517
212,14.822485207100591,3920.091715976331,6,2,1482.2485207100592,44.14,1,1333,44.85925461320241,0.03365285417344517
213,21.340236686390533,3920.091715976331,6,2,2134.023668639053,44.14,1,1333,44.85925461320241,0.03365285417344517
214,19.294871794871796,3920.091715976331,6,2,1929.4871794871797,44.14,1,1333,44.85925461320241,0.03365285417344517
215,18.308678500986193,3920.091715976331,6,2,1830.8678500986193,44.14,1,1333,44.85925461320241,0.03365285417344517
216,24.40138067061144,3920.091715976331,6,2,2440.1380670611443,44.14,1,1333,44.85925461320241,0.03365285417344517
217,30.511834319526628,3920.091715976331,6,2,3051.183431952663,44.14,1,1333,44.85925461320241,0.03365285417344517
218,11.059171597633137,3920.091715976331,6,2,1105.9171597633137,44.14,1,1333,44.85925461320241,0.03365285417344517
219,31.086785009861934,3920.091715976331,6,2,3108.6785009861933,44.14,1,1333,44.85925461320241,0.03365285417344517
220,11.415187376725838,3920.091715976331,6,4,1141.5187376725837,58.14,1,1333,44.85925461320241,0.03365285417344517
221,10.135108481262327,3920.091715976331,6,4,1013.5108481262326,58.14,1,1333,44.85925461320241,0.03365285417344517
222,24.04043392504931,3920.091715976331,6,4,2404.043392504931,58.14,1,1333,44.85925461320241,0.03365285417344517
223,20.478303747534518,3889.3254437869823,9,4,2047.830374753452,52.21,1,1333,44.85925461320241,0.03365285417344517
224,19.118343195266274,3889.3254437869823,9,2,1911.8343195266273,45.14,1,1333,44.85925461320241,0.03365285417344517
225,30.89644970414201,3889.3254437869823,9,2,3089.644970414201,45.14,1,1333,44.85925461320241,0.03365285417344517
226,19.011834319526628,3889.3254437869823,9,1,1901.1834319526629,39.07,1,1333,44.85925461320241,0.03365285417344517
227,10.58284023668639,3889.3254437869823,9,2,1058.284023668639,45.14,1,1333,44.85925461320241,0.03365285417344517
228,14.604536489151874,3889.3254437869823,9,2,1460.4536489151874,45.14,1,1333,44.85925461320241,0.03365285417344517
229,13.2396449704142,3889.3254437869823,9,0,1323.9644970414201,38.31,1,1333,44.85925461320241,0.03365285417344517
230,31.198224852071007,3889.3254437869823,9,0,3119.8224852071007,38.31,1,1333,44.85925461320241,0.03365285417344517
231,24.416173570019723,3889.3254437869823,9,0,2441.6173570019723,38.31,1,1333,44.85925461320241,0.03365285417344517
232,7.963510848126233,2548.25641025641,1,2,796.3510848126233,48.49,1,1333,44.85925461320241,0.03365285417344517
233,11.837278106508876,2548.25641025641,1,1,1183.7278106508875,42.73,1,1333,44.85925461320241,0.03365285417344517
234,23.86390532544379,2548.25641025641,1,1,2386.390532544379,42.73,1,1333,44.85925461320241,0.03365285417344517
235,22.30276134122288,2548.25641025641,1,1,2230.276134122288,42.73,1,1333,44.85925461320241,0.03365285417344517
236,30.736686390532544,2548.25641025641,1,1,3073.6686390532545,42.73,1,1333,44.85925461320241,0.03365285417344517
237,22.884615384615383,2548.25641025641,1,1,2288.461538461538,42.73,1,1333,44.85925461320241,0.03365285417344517
238,13.799802761341223,2548.25641025641,1,1,1379.9802761341223,42.73,1,1333,44.85925461320241,0.03365285417344517
239,28.42603550295858,2548.25641025641,1,2,2842.603550295858,48.49,1,1333,44.85925461320241,0.03365285417344517
240,19.17554240631164,2548.25641025641,1,3,1917.5542406311638,48.63,1,1333,44.85925461320241,0.03365285417344517
241,12.717948717948717,3920.091715976331,6,4,1271.7948717948718,58.14,1,1333,44.85925461320241,0.03365285417344517
242,26.256410256410255,3920.091715976331,6,2,2625.6410256410254,44.14,1,1333,44.85925461320241,0.03365285417344517
243,24.43688362919132,3920.091715976331,6,2,2443.688362919132,44.14,1,1333,44.85925461320241,0.03365285417344517
244,18.902366863905325,3920.091715976331,6,2,1890.2366863905324,44.14,1,1333,44.85925461320241,0.03365285417344517
