,id_tienda,id_producto,reorden,frecuencia_reorden
164,1,165,4280,5
165,1,166,10670,5
166,1,167,6990,5
167,1,168,2050,5
168,1,169,7645,5
169,1,170,21130,5
170,1,171,2375,5
171,1,172,27075,5
172,1,173,14135,5
173,1,174,6170,5
174,1,175,25160,5
175,1,176,21025,5
176,1,177,22015,5
177,1,178,6990,5
178,1,179,8885,5
179,1,180,7960,5
180,1,181,24475,5
181,1,182,25930,5
182,1,183,8420,5
183,1,184,21575,5
184,1,185,9160,5
185,1,186,8675,5
186,1,187,17485,5
187,1,188,10110,5
188,1,189,10790,5
189,1,190,11005,5
190,1,191,24045,5
191,1,192,17185,5
192,1,193,7185,5
193,1,194,885,5
194,1,195,3045,5
195,1,196,14820,5
196,1,197,6530,5
197,1,198,23940,5
198,1,199,5180,5
199,1,200,23125,5
200,1,201,10440,5
201,1,202,10015,5
202,1,203,15955,5
203,1,204,3245,5
204,1,205,24475,5
205,1,206,100,5
206,1,207,3360,5
207,1,208,19180,5
208,1,209,4500,5
209,1,210,8535,5
210,1,211,22465,5
211,1,212,22805,5
212,1,213,16965,5
213,1,214,15325,5
214,1,215,12705,5
215,1,216,16965,5
216,1,217,26855,5
217,1,218,25160,5
218,1,219,1060,5
219,1,220,12990,5
220,1,221,3465,5
221,1,222,17645,5
222,1,223,9785,5
223,1,224,10325,5
224,1,225,21235,5
225,1,226,3045,5
226,1,227,7425,5
227,1,228,1940,5
228,1,229,885,5
229,1,230,4940,5
230,1,231,9425,5
231,1,232,18555,5
232,1,233,11235,5
233,1,234,2050,5
234,1,235,13385,5
235,1,236,18870,5
236,1,237,3600,5
237,1,238,14020,5
238,1,239,19070,5
239,1,240,16735,5
240,1,241,18870,5
241,1,242,10790,5
242,1,243,15835,5
243,1,244,8675,5
244,1,245,9660,5
245,1,246,7070,5
246,1,247,2610,5
247,1,248,20805,5
248,1,249,1475,5
249,1,250,13525,5
250,1,251,8140,5
251,1,252,14820,5
252,1,253,3730,5
253,1,254,27405,5
254,1,255,19345,5
255,1,256,3465,5
256,1,257,3600,5
257,1,258,21325,5
258,1,259,22805,5
259,1,260,9330,5
260,1,261,22465,5
261,1,262,16560,5
262,1,263,2835,5
263,1,264,25490,5
264,1,265,2050,5
265,1,266,13480,5
266,1,267,8850,5
267,1,268,9920,5
268,1,269,0,5
269,1,270,12360,5
270,1,271,9230,5
271,1,272,10565,5
272,1,273,19980,5
273,1,274,10670,5
274,1,275,4280,5
275,1,276,26140,5
276,1,277,22980,5
277,1,278,9230,5
278,1,279,2715,5
279,1,280,1940,5
280,1,281,15405,5
281,1,282,2610,5
282,1,283,16560,5
283,1,284,8225,5
284,1,285,10440,5
285,1,286,10565,5
286,1,287,21455,5
287,1,288,11115,5
288,1,289,10220,5
289,1,290,11460,5
290,1,291,6800,5
291,1,292,8420,5
292,1,293,9660,5
293,1,294,26855,5
294,1,295,20220,5
295,1,296,26055,5
296,1,297,17745,5
297,1,298,26235,5
298,1,299,24385,5
299,1,300,18520,5
300,1,301,3245,5
301,1,302,9920,5
302,1,303,16840,5
303,1,304,11115,5
304,1,305,1560,5
305,1,306,14290,5
306,1,307,8335,5
307,1,308,26630,5
308,1,309,5335,5
309,1,310,16735,5
310,1,311,22710,5
311,1,312,9565,5
312,1,313,4600,5
313,1,314,7275,5
314,1,315,16735,5
315,1,316,26140,5
316,1,317,13385,5
317,1,318,14495,5
318,1,319,3135,5
319,1,320,9660,5
320,1,321,24570,5
321,1,322,10565,5
322,1,323,6800,5
323,1,324,7750,5
324,1,325,14820,5
325,1,326,5950,5
326,1,327,21665,5
327,1,328,6870,5
328,1,329,2375,5
329,1,330,13880,5
330,1,331,19655,5
331,1,332,7645,5
332,1,333,21235,5
333,1,334,10960,5
334,1,335,22980,5
335,1,336,11915,5
336,1,337,10015,5
337,1,338,16290,5
338,1,339,19655,5
339,1,340,17840,5
340,1,341,2375,5
341,1,342,2525,5
342,1,343,9785,5
343,1,344,18075,5
344,1,345,1805,5
345,1,346,11235,5
346,1,347,26055,5
347,1,348,25725,5
348,1,349,20875,5
349,1,350,15955,5
350,1,351,12800,5
351,1,352,7875,5
352,1,353,8140,5
353,1,354,10015,5
354,1,355,10565,5
355,1,356,14020,5
356,1,357,18185,5
357,1,358,10015,5
358,1,359,2610,5
359,1,360,6405,5
360,1,361,17840,5
361,1,362,2050,5
362,1,363,2525,5
363,1,364,20805,5
364,1,365,7070,5
365,1,366,12910,5
366,1,367,10790,5
367,1,368,7645,5
368,1,369,21235,5
369,1,370,9565,5
370,1,371,19760,5
371,1,372,5180,5
372,1,373,19345,5
373,1,374,7645,5
374,1,375,8335,5
375,1,376,22225,5
376,1,377,12505,5
377,1,378,19655,5
378,1,379,24045,5
379,1,380,25355,5
380,1,381,9565,5
381,1,382,16735,5
382,1,383,18520,5
383,1,384,20535,5
384,1,385,16560,5
385,1,386,19655,5
386,1,387,16170,5
387,1,388,14820,5
388,1,389,10220,5
389,1,390,15600,5
390,1,391,4280,5
391,1,392,11320,5
392,1,393,8535,5
393,1,394,19760,5
394,1,395,8140,5
395,1,396,11005,5
396,1,397,3800,5
397,1,398,20875,5
398,1,399,7875,5
399,1,400,16170,5
400,1,401,24690,5
401,1,402,27405,5
402,1,403,16290,5
403,1,404,12910,5
404,1,405,7535,5
405,1,406,13880,5
406,1,407,21025,5
407,1,408,11670,5
408,1,409,6080,5
409,1,410,11915,5
410,1,411,25725,5
411,1,412,19180,5
412,1,413,8420,5
413,1,414,5180,5
414,1,415,14700,5
415,1,416,8775,5
416,1,417,1360,5
417,1,418,1265,5
418,1,419,5630,5
419,1,420,18185,5
420,1,421,18755,5
421,1,422,7960,5
422,1,423,415,5
423,1,424,23440,5
424,1,425,10440,5
425,1,426,14900,5
426,1,427,6275,5
427,1,428,4190,5
428,1,429,14605,5
429,1,430,4280,5
430,1,431,8675,5
431,1,432,1060,5
432,1,433,1360,5
433,1,434,12705,5
434,1,435,8775,5
435,1,436,10565,5
436,1,437,26720,5
437,1,438,1560,5
438,1,439,2120,5
439,1,440,22465,5
440,1,441,14415,5
441,1,442,7750,5
442,1,443,6275,5
443,1,444,18185,5
444,1,445,8775,5
445,1,446,20535,5
446,1,447,9230,5
447,1,448,12360,5
448,1,449,20875,5
449,1,450,8775,5
450,1,451,21455,5
451,1,452,17090,5
452,1,453,16170,5
453,1,454,240,5
454,1,455,3135,5
455,1,456,9230,5
456,1,457,415,5
457,1,458,10220,5
458,1,459,15735,5
459,1,460,15600,5
460,1,461,15735,5
461,1,462,11915,5
462,1,463,26990,5
463,1,464,9565,5
464,1,465,19760,5
465,1,466,24045,5
466,1,467,24385,5
467,1,468,13270,5
468,1,469,2715,5
469,1,470,13525,5
470,1,471,18555,5
471,1,472,10220,5
472,1,473,2245,5
473,1,474,13880,5
474,1,475,14700,5
475,1,476,1475,5
476,1,477,27305,5
477,1,478,18520,5
478,1,479,10670,5
479,1,480,7070,5
480,1,481,19895,5
481,1,482,17090,5
482,1,483,8225,5
483,1,484,22465,5
484,1,485,12360,5
485,1,486,9920,5
486,1,487,26990,5
487,1,488,27405,5
488,1,489,8535,5
489,1,490,11570,5
490,1,491,23815,5
491,1,492,16085,5
492,1,493,5065,5
493,1,494,6530,5
494,1,495,13385,5
495,1,496,10790,5
496,1,497,26520,5
497,1,498,10790,5
498,1,499,19070,5
499,1,500,16615,5
500,1,501,2525,5
501,1,502,7425,5
502,1,503,14820,5
503,1,504,3600,5
504,1,505,9565,5
505,1,506,330,5
506,1,507,13140,5
507,1,508,885,5
508,1,509,10325,5
509,1,510,20605,5
510,1,511,12990,5
511,1,512,27305,5
512,1,513,26520,5
513,1,514,10565,5
514,1,515,1805,5
515,1,516,10015,5
516,1,517,9425,5
517,1,518,25490,5
518,1,519,9330,5
519,1,520,21455,5
520,1,521,20605,5
521,1,522,14020,5
522,1,523,17090,5
523,1,524,22340,5
524,1,525,7185,5
525,1,526,7875,5
526,1,527,100,5
527,1,528,8335,5
528,1,529,2610,5
529,1,530,2835,5
530,1,531,4705,5
531,1,532,21575,5
532,1,533,24045,5
533,1,534,11235,5
534,1,535,8140,5
535,1,536,8420,5
536,1,537,13480,5
537,1,538,10565,5
538,1,539,10015,5
539,1,540,6870,5
540,1,541,1475,5
541,1,542,25285,5
542,1,543,16085,5
543,1,544,18985,5
544,1,545,12505,5
545,1,546,25355,5
546,1,547,18630,5
547,1,548,15735,5
548,1,549,16170,5
549,1,550,9920,5
550,1,551,2835,5
551,1,552,6870,5
552,1,553,8140,5
553,1,554,19445,5
554,1,555,17295,5
555,1,556,21025,5
556,1,557,800,5
557,1,558,16400,5
558,1,559,23360,5
559,1,560,22710,5
560,1,561,8850,5
561,1,562,22340,5
562,1,563,1475,5
563,1,564,15835,5
564,1,565,8535,5
565,1,566,0,5
566,1,567,4500,5
567,1,568,18630,5
568,1,569,26520,5
569,1,570,21665,5
570,1,571,4940,5
571,1,572,10565,5
572,1,573,12705,5
573,1,574,9230,5
574,1,575,18630,5
575,1,576,17840,5
576,1,577,10110,5
577,1,578,8775,5
578,1,579,1805,5
579,1,580,17185,5
580,1,581,23940,5
581,1,582,10670,5
582,1,583,415,5
583,1,584,16735,5
584,1,585,7960,5
585,1,586,5335,5
586,1,587,15490,5
587,1,588,8420,5
588,1,589,26140,5
589,1,590,330,5
590,1,591,2525,5
591,1,592,2835,5
592,1,593,10565,5
593,1,594,14900,5
594,1,595,6275,5
595,1,596,12705,5
596,1,597,2120,5
597,1,598,4705,5
598,1,599,2835,5
599,1,600,2835,5
600,1,601,9565,5
601,1,602,2930,5
602,1,603,8775,5
603,1,604,12595,5
604,1,605,17185,5
605,1,606,24960,5
606,1,607,21575,5
607,1,608,12595,5
608,1,609,3135,5
609,1,610,9920,5
610,1,611,15195,5
611,1,612,16400,5
612,1,613,3965,5
613,1,614,25600,5
614,1,615,14700,5
615,1,616,100,5
616,1,617,15405,5
617,1,618,14135,5
618,1,619,24385,5
619,1,620,20535,5
620,1,621,26720,5
621,1,622,14820,5
622,1,623,100,5
623,1,624,11235,5
624,1,625,11320,5
625,1,626,14700,5
626,1,627,12080,5
627,1,628,25355,5
628,1,629,14495,5
629,1,630,6405,5
630,1,631,16085,5
631,1,632,19180,5
632,1,633,22185,5
633,1,634,25490,5
634,1,635,16615,5
635,1,636,3135,5
636,1,637,17745,5
637,1,638,17295,5
638,1,639,415,5
639,1,640,6870,5
640,1,641,8885,5
641,1,642,20805,5
642,1,643,3600,5
643,1,644,24475,5
644,1,645,17745,5
645,1,646,11460,5
646,1,647,6405,5
647,1,648,9425,5
648,1,649,21775,5
649,1,650,4425,5
650,1,651,10670,5
651,1,652,2245,5
652,1,653,5740,5
653,1,654,26520,5
654,1,655,10565,5
655,1,656,2245,5
656,1,657,14900,5
657,1,658,22340,5
658,1,659,5335,5
659,1,660,28060,5
660,1,661,25030,5
661,1,662,800,5
662,1,663,18870,5
663,1,664,27075,5
664,1,665,23675,5
665,1,666,2610,5
666,1,667,20875,5
667,1,668,16840,5
668,1,669,20425,5
669,1,670,24570,5
670,1,671,15195,5
671,1,672,22185,5
672,1,673,3730,5
673,1,674,21130,5
674,1,675,11915,5
675,1,676,13880,5
676,1,677,11005,5
677,1,678,21575,5
678,1,679,23675,5
679,1,680,18755,5
680,1,681,8225,5
681,1,682,9425,5
682,1,683,16170,5
683,1,684,9565,5
684,1,685,9785,5
685,1,686,21890,5
686,1,687,8335,5
687,1,688,6600,5
688,1,689,23125,5
689,1,690,23605,5
690,1,691,22015,5
691,1,692,21665,5
692,1,693,2050,5
693,1,694,10015,5
694,1,695,24045,5
695,1,696,1060,5
696,1,697,23240,5
697,1,698,13480,5
698,1,699,4425,5
699,1,700,13525,5
700,1,701,15325,5
701,1,702,20805,5
702,1,703,10110,5
703,1,704,10325,5
704,1,705,23605,5
705,1,706,12990,5
706,1,707,6080,5
707,1,708,17980,5
708,1,709,10670,5
709,1,710,15955,5
710,1,711,28060,5
711,1,712,7645,5
712,1,713,27175,5
713,1,714,15955,5
714,1,715,9160,5
715,1,716,22340,5
716,1,717,20535,5
717,1,718,5950,5
718,1,719,2930,5
719,1,720,17645,5
720,1,721,18075,5
721,1,722,24690,5
722,1,723,15955,5
723,1,724,21325,5
724,1,725,885,5
725,1,726,15195,5
726,1,727,18245,5
727,1,728,3965,5
728,1,729,8420,5
729,1,730,21575,5
730,1,731,7875,5
731,1,732,7960,5
732,1,733,27075,5
733,1,734,11805,5
734,1,735,16170,5
735,1,736,23360,5
736,1,737,11320,5
737,1,738,2245,5
738,1,739,12595,5
739,1,740,8850,5
740,1,741,21235,5
741,1,742,1360,5
742,1,743,12505,5
743,1,744,19445,5
744,1,745,17645,5
745,1,746,11320,5
746,1,747,1475,5
747,1,748,24795,5
748,1,749,8225,5
749,1,750,14020,5
750,1,751,13525,5
751,1,752,13880,5
752,1,753,20220,5
753,1,754,25600,5
754,1,755,25725,5
755,1,756,16170,5
756,1,757,20605,5
757,1,758,8225,5
758,1,759,10960,5
759,1,760,885,5
760,1,761,13525,5
761,1,762,10325,5
762,1,763,9160,5
763,1,764,24270,5
764,1,765,18630,5
765,1,766,12505,5
766,1,767,10110,5
767,1,768,21890,5
768,1,769,3965,5
769,1,770,20220,5
770,1,771,1560,5
771,1,772,4425,5
772,1,773,16560,5
773,1,774,25160,5
774,1,775,10220,5
775,1,776,2610,5
776,1,777,8885,5
777,1,778,19530,5
778,1,779,27305,5
779,1,780,25355,5
780,1,781,2050,5
781,1,782,15490,5
782,1,783,8850,5
783,1,784,15405,5
784,1,785,21025,5
785,1,786,6800,5
786,1,787,12910,5
787,1,788,18755,5
788,1,789,11235,5
789,1,790,9565,5
790,1,791,21025,5
791,1,792,8675,5
792,1,793,8140,5
793,1,794,19980,5
794,1,795,6275,5
795,1,796,4425,5
796,1,797,11805,5
797,1,798,25845,5
798,1,799,7750,5
799,1,800,10670,5
800,1,801,5065,5
801,1,802,9660,5
802,1,803,20130,5
803,1,804,17390,5
804,1,805,9565,5
805,1,806,800,5
806,1,807,9160,5
807,1,808,25355,5
808,1,809,15955,5
809,1,810,23605,5
810,1,811,2930,5
811,1,812,3245,5
812,1,813,4940,5
813,1,814,19895,5
814,1,815,27405,5
815,1,816,5065,5
816,1,817,12990,5
817,1,818,2050,5
818,1,819,17295,5
819,1,820,8420,5
820,1,821,9920,5
821,1,822,8535,5
822,1,823,6870,5
823,1,824,23605,5
824,1,825,10220,5
825,1,826,18630,5
826,1,827,4190,5
827,1,828,15600,5
828,1,829,24385,5
829,1,830,24160,5
830,1,831,21325,5
831,1,832,20805,5
832,1,833,10790,5
833,1,834,16965,5
834,1,835,27305,5
835,1,836,22225,5
836,1,837,23815,5
837,1,838,22580,5
838,1,839,17485,5
839,1,840,9565,5
840,1,841,13270,5
841,1,842,8335,5
842,1,843,13140,5
843,1,844,11805,5
844,1,845,7425,5
845,1,846,22905,5
846,1,847,2375,5
847,1,848,9160,5
848,1,849,12080,5
849,1,850,8420,5
850,1,851,13480,5
851,1,852,415,5
852,1,853,20605,5
853,1,854,2610,5
854,1,855,14415,5
855,1,856,9785,5
856,1,857,8335,5
857,1,858,12595,5
858,1,859,17485,5
859,1,860,15835,5
860,1,861,2835,5
861,1,862,7875,5
862,1,863,11805,5
863,1,864,3730,5
864,1,865,18555,5
865,1,866,10960,5
866,1,867,12990,5
867,1,868,14290,5
868,1,869,21775,5
869,1,870,22580,5
870,1,871,19530,5
871,1,872,13270,5
872,1,873,13880,5
873,1,874,19530,5
874,1,875,26720,5
875,1,876,6990,5
876,1,877,12360,5
877,1,878,9160,5
878,1,879,3800,5
879,1,880,9565,5
880,1,881,22340,5
881,1,882,9565,5
882,1,883,22015,5
883,1,884,11670,5
884,1,885,19445,5
885,1,886,16170,5
886,1,887,8885,5
887,1,888,22465,5
888,1,889,4705,5
889,1,890,8675,5
890,1,891,19530,5
891,1,892,12080,5
892,1,893,20220,5
893,1,894,1360,5
894,1,895,7750,5
895,1,896,17485,5
896,1,897,16615,5
897,1,898,21890,5
898,1,899,10670,5
899,1,900,26235,5
900,1,901,5390,5
901,1,902,10015,5
902,1,903,2835,5
903,1,904,240,5
904,1,905,415,5
905,1,906,415,5
906,1,907,14700,5
907,1,908,3600,5
908,1,909,12910,5
909,1,910,8850,5
910,1,911,16290,5
911,1,912,8885,5
912,1,913,685,5
913,1,914,550,5
914,1,915,24270,5
915,1,916,9230,5
916,1,917,25355,5
917,1,918,18755,5
918,1,919,21665,5
919,1,920,25490,5
920,1,921,14020,5
921,1,922,15955,5
922,1,923,23815,5
923,1,924,14820,5
924,1,925,16290,5
925,1,926,10015,5
926,1,927,10325,5
927,1,928,16085,5
928,1,929,24795,5
929,1,930,1265,5
930,1,931,25355,5
931,1,932,22980,5
932,1,933,2610,5
933,1,934,7425,5
934,1,935,15045,5
935,1,936,16840,5
936,1,937,4190,5
937,1,938,18555,5
938,1,939,12705,5
939,1,940,12025,5
940,1,941,13880,5
941,1,942,18185,5
942,1,943,21025,5
943,1,944,9425,5
944,1,945,4045,5
945,1,946,4500,5
946,1,947,23675,5
947,1,948,10110,5
948,1,949,2525,5
949,1,950,24795,5
950,1,951,3800,5
951,1,952,11805,5
952,1,953,22185,5
953,1,954,20425,5
954,1,955,6530,5
955,1,956,22905,5
956,1,957,25355,5
957,1,958,9565,5
958,1,959,15835,5
959,1,960,11915,5
960,1,961,9160,5
961,1,962,4280,5
962,1,963,8775,5
963,1,964,14290,5
964,1,965,12025,5
965,1,966,19530,5
966,1,967,3465,5
967,1,968,11915,5
968,1,969,16735,5
969,1,970,3730,5
970,1,971,9660,5
971,1,972,2120,5
972,1,973,2245,5
973,1,974,12990,5
974,1,975,26140,5
975,1,976,5950,5
976,1,977,21235,5
977,1,978,10325,5
978,1,979,23125,5
979,1,980,4190,5
980,1,981,18520,5
981,1,982,415,5
982,1,983,330,5
983,1,984,7875,5
984,1,985,24385,5
985,1,986,11570,5
986,1,987,1060,5
987,1,988,14820,5
988,1,989,20130,5
989,1,990,100,5
990,1,991,16085,5
991,1,992,24475,5
992,1,993,23125,5
993,1,994,11320,5
994,1,995,24795,5
995,1,996,5390,5
996,1,997,22225,5
997,1,998,14415,5
998,1,999,16400,5
999,1,1000,18985,5
1000,1,1001,11115,5
1001,1,1002,5515,5
1002,1,1003,11005,5
1003,1,1004,13880,5
1004,1,1005,20535,5
1005,1,1006,1060,5
1006,1,1007,26855,5
1007,1,1008,9160,5
1008,1,1009,1060,5
1009,1,1010,8885,5
1010,1,1011,415,5
1011,1,1012,8675,5
1012,1,1013,1560,5
1013,1,1014,23940,5
1014,2,1,80,5
1015,2,2,3415,5
1016,2,3,3695,5
1017,2,4,5945,5
1018,2,5,220,5
1019,2,6,995,5
1020,2,7,4940,5
1021,2,8,5010,5
1022,2,9,3345,5
1023,2,10,865,5
1024,2,11,2540,5
1025,2,12,8485,5
1026,2,13,7320,5
1027,2,14,1080,5
1028,2,15,7550,5
1029,2,16,3345,5
1030,2,17,2700,5
1031,2,18,995,5
1032,2,19,4280,5
1033,2,20,1080,5
1034,2,21,2760,5
1035,2,22,220,5
1036,2,23,4085,5
1037,2,24,3110,5
1038,2,25,2425,5
1039,2,26,275,5
1040,2,27,395,5
1041,2,28,2065,5
1042,2,29,2700,5
1043,2,30,2610,5
1044,2,31,6770,5
1045,2,32,3740,5
1046,2,33,275,5
1047,2,34,4000,5
1048,2,35,2700,5
1049,2,36,2585,5
1050,2,37,6130,5
1051,2,38,3820,5
1052,2,39,430,5
1053,2,40,6595,5
1054,2,41,7570,5
1055,2,42,4280,5
1056,2,43,6555,5
1057,2,44,7960,5
1058,2,45,8055,5
1059,2,46,2585,5
1060,2,47,5010,5
1061,2,48,5060,5
1062,2,49,2025,5
1063,2,50,5265,5
1064,2,51,8670,5
1065,2,52,4280,5
1066,2,53,3315,5
1067,2,54,1785,5
1068,2,55,4750,5
1069,2,56,2275,5
1070,2,57,4910,5
1071,2,58,2845,5
1072,2,59,745,5
1073,2,60,2845,5
1074,2,61,7960,5
1075,2,62,6460,5
1076,2,63,8480,5
1077,2,64,2965,5
1078,2,65,4605,5
1079,2,66,4605,5
1080,2,67,5375,5
1081,2,68,4605,5
1082,2,69,4280,5
1083,2,70,7320,5
1084,2,71,3180,5
1085,2,72,6555,5
1086,2,73,8105,5
1087,2,74,5205,5
1088,2,75,1820,5
1089,2,76,2330,5
1090,2,77,3595,5
1091,2,78,2965,5
1092,2,79,1655,5
1093,2,80,7150,5
1094,2,81,8340,5
1095,2,82,7150,5
1096,2,83,5140,5
1097,2,84,1250,5
1098,2,85,4665,5
1099,2,86,2700,5
1100,2,87,6975,5
1101,2,88,395,5
1102,2,89,5070,5
1103,2,90,815,5
1104,2,91,7570,5
1105,2,92,395,5
1106,2,93,2730,5
1107,2,94,1335,5
1108,2,95,5945,5
1109,2,96,2995,5
1110,2,97,2495,5
1111,2,98,790,5
1112,2,99,8005,5
1113,2,100,1570,5
1114,2,101,1715,5
1115,2,102,245,5
1116,2,103,4940,5
1117,2,104,3940,5
1118,2,105,460,5
1119,2,106,4305,5
1120,2,107,8210,5
1121,2,108,115,5
1122,2,109,4750,5
1123,2,110,525,5
1124,2,111,1845,5
1125,2,112,7550,5
1126,2,113,5460,5
1127,2,114,4340,5
1128,2,115,5900,5
1129,2,116,2195,5
1130,2,117,8405,5
1131,2,118,3575,5
1132,2,119,5,5
1133,2,120,145,5
1134,2,121,3395,5
1135,2,122,2930,5
1136,2,123,0,5
1137,2,124,3855,5
1138,2,125,3280,5
1139,2,126,2700,5
1140,2,127,3740,5
1141,2,128,8025,5
1142,2,129,8265,5
1143,2,130,115,5
1144,2,131,2890,5
1145,2,132,2965,5
1146,2,133,4950,5
1147,2,134,0,5
1148,2,135,4720,5
1149,2,136,5555,5
1150,2,137,4020,5
1151,2,138,3060,5
1152,2,139,4950,5
1153,2,140,5460,5
1154,2,141,3030,5
1155,2,142,4750,5
1156,2,143,2425,5
1157,2,144,245,5
1158,2,145,5110,5
1159,2,146,2640,5
1160,2,147,380,5
1161,2,148,4180,5
1162,2,149,2065,5
1163,2,150,2890,5
1164,2,151,1820,5
1165,2,152,1655,5
1166,2,153,1480,5
1167,2,154,4950,5
1168,2,155,6160,5
1169,2,156,4720,5
1170,2,157,2820,5
1171,2,158,5845,5
1172,2,159,1510,5
1173,2,160,815,5
1174,2,161,6505,5
1175,2,162,5460,5
1176,2,163,1650,5
1177,2,164,4940,5
1178,2,165,1335,5
1179,2,166,3315,5
1180,2,167,2150,5
1181,2,168,635,5
1182,2,169,2355,5
1183,2,170,6535,5
1184,2,171,745,5
1185,2,172,8370,5
1186,2,173,4380,5
1187,2,174,1930,5
1188,2,175,7775,5
1189,2,176,6505,5
1190,2,177,6830,5
1191,2,178,2150,5
1192,2,179,2760,5
1193,2,180,2495,5
1194,2,181,7570,5
1195,2,182,8025,5
1196,2,183,2610,5
1197,2,184,6665,5
1198,2,185,2820,5
1199,2,186,2700,5
1200,2,187,5425,5
1201,2,188,3145,5
1202,2,189,3345,5
1203,2,190,3415,5
1204,2,191,7430,5
1205,2,192,5330,5
1206,2,193,2220,5
1207,2,194,275,5
1208,2,195,940,5
1209,2,196,4605,5
1210,2,197,2025,5
1211,2,198,7405,5
1212,2,199,1615,5
1213,2,200,7150,5
1214,2,201,3220,5
1215,2,202,3110,5
1216,2,203,4940,5
1217,2,204,1015,5
1218,2,205,7570,5
1219,2,206,40,5
1220,2,207,1055,5
1221,2,208,5945,5
1222,2,209,1390,5
1223,2,210,2640,5
1224,2,211,6960,5
1225,2,212,7045,5
1226,2,213,5265,5
1227,2,214,4720,5
1228,2,215,3940,5
1229,2,216,5265,5
1230,2,217,8300,5
1231,2,218,7775,5
1232,2,219,340,5
1233,2,220,4020,5
1234,2,221,1080,5
1235,2,222,5460,5
1236,2,223,3030,5
1237,2,224,3180,5
1238,2,225,6555,5
1239,2,226,940,5
1240,2,227,2310,5
1241,2,228,615,5
1242,2,229,275,5
1243,2,230,1525,5
1244,2,231,2930,5
1245,2,232,5730,5
1246,2,233,3475,5
1247,2,234,635,5
1248,2,235,4145,5
1249,2,236,5845,5
1250,2,237,1115,5
